"Recency","Frequency","Monetary"
2.33037055393787,-0.425047502904057,8.36204638941887
-0.901637155780198,0.354375944016247,0.251669892028161
-0.170630197943065,-0.035335779443905,-0.0279846007865684
-0.73915181853016,-0.425047502904057,-0.0324018498751469
2.17789083059225,-0.425047502904057,-0.190789555604816
-0.561161598664877,0.484279851836298,0.050900411911453
1.11729575672385,-0.425047502904057,-0.218101042788922
1.39917493928026,-0.425047502904057,-0.107875709019
1.21893501857873,-0.425047502904057,-0.176877836379008
-0.698664146998816,-0.165239687263956,0.084888411386409
-0.591782526713793,-0.425047502904057,0.462868709814073
-0.909372238285071,-0.295143595084006,-0.0980084048065191
-0.350425733294224,-0.035335779443905,0.474260738453703
-0.401495330981248,-0.165239687263956,0.0682644633803375
1.94882406951884,-0.425047502904057,-0.20687150302985
-0.891555163143684,0.744087667476399,0.353640568078257
0.170539711282208,-0.295143595084006,-0.166572034776529
-0.849352441900757,-0.035335779443905,-0.0818663587544297
1.98872848527782,-0.295143595084006,-0.156624599061307
-0.882028652195133,-0.425047502904057,-0.209208671859785
-0.411278752210482,-0.035335779443905,0.166189611479569
-0.479359976591347,-0.295143595084006,-0.017888031441246
-0.210201324689271,-0.165239687263956,-0.083542442686755
2.18907684308358,-0.425047502904057,-0.18742848423986
-0.671563584147361,-0.425047502904057,-0.145322718362261
-0.819453640046193,-0.295143595084006,-0.17708929451124
2.22799527884644,-0.295143595084006,-0.0468066004303175
0.370402022611001,-0.425047502904057,0.218128180505969
-0.109360567760836,-0.295143595084006,-0.133157198133676
-0.709822385405757,-0.035335779443905,0.0752481464316931
-0.880334433046848,0.0945681283761457,-0.0226347100410917
0.92138430890069,0.0945681283761457,-0.0220504178336077
-0.638665181177801,-0.295143595084006,-0.162869291587388
2.44927140924617,-0.295143595084006,-0.183277227222879
-0.770251849534943,0.224472036196196,0.0814639025817841
-0.129107941767892,-0.425047502904057,-0.166812429284751
-0.710100126249738,-0.425047502904057,-0.179074775079147
-0.201653850215753,-0.035335779443905,-0.0518726921035877
-0.288496468607541,-0.295143595084006,-0.0863871110340482
-0.731444510109685,1.0038954831165,0.107948477175108
-0.569181365534831,-0.295143595084006,0.0402006304204996
-0.469437684940122,-0.425047502904057,-0.0459674455266167
0.269297411880784,-0.035335779443905,-0.104620366720161
2.10880973917305,-0.425047502904057,-0.218624123431812
2.30879009036053,-0.425047502904057,-0.202898316018959
-0.429609647913234,-0.425047502904057,-0.180405848374673
0.561084999046219,-0.425047502904057,-0.0376504633046597
-0.703121887544713,-0.295143595084006,0.152095370497518
-0.429331907069253,0.0945681283761457,-0.0379031001258004
-0.600253622455216,0.0945681283761457,0.0934713856799635
-0.13955794102268,-0.165239687263956,1.00431282208252
2.16012930361966,-0.295143595084006,-0.150842888551062
-0.179399865091768,-0.165239687263956,-0.0914621062076229
-0.258861520554758,-0.165239687263956,-0.143634392117017
1.24850053142052,-0.165239687263956,-0.165413466799404
-0.681041490448216,2.17303065349696,13.6742007617924
-0.891221874130907,0.614183759656348,0.178115850137469
0.200188546377189,-0.425047502904057,-0.153597408957772
-0.288822814099218,-0.425047502904057,-0.161186530029834
-0.768842314751738,-0.035335779443905,-0.138187675805729
0.0307666315487237,-0.165239687263956,-0.138574978068975
-0.919259812330798,0.484279851836298,-0.0210765974878012
0.699719341319381,-0.295143595084006,-0.0320223381746669
-0.142425615236785,-0.425047502904057,-0.141508681419313
1.01953792316361,-0.425047502904057,-0.163151977722057
