"CustomerID","Recency","Frequency","Monetary"
12346,326.117361111111,1,77183.6
12347,2.87361111111111,7,4310
12348,75.9840277777778,4,1797.24
12349,19.1243055555556,1,1757.55
12350,310.867361111111,1,334.4
12352,36.9256944444444,8,2506.04
12353,204.79375,1,89
12354,232.985416666667,1,1079.4
12355,214.959027777778,1,459.4
12356,23.1736111111111,3,2811.43
12357,33.8631944444444,1,6207.67
12358,2.1,2,1168.06
12359,58.0020833333333,4,6310.03
12360,52.8944444444444,3,2662.06
12361,287.957638888889,1,189.9
12362,3.88194444444444,10,5226.23
12363,110.105555555556,2,552
12364,8.10277777777778,4,1313.1
12365,291.948611111111,2,641.38
12367,4.83472222222222,1,168.9
12370,51.9159722222222,4,3541.94
12371,45.1069444444444,2,1887.96
12372,72.0263888888889,3,1298.04
12373,311.986111111111,1,364.6
12374,25.8840277777778,1,742.93
12375,11.0930555555556,2,457.5
12377,315.878472222222,2,1628.12
12378,130.094444444444,1,4008.62
12379,82.1118055555555,2,852.24
12380,22.0576388888889,4,2724.81
12381,5.00416666666667,5,1845.31
12383,185.2,5,1850.56
12384,29.1743055555556,2,585.27
12386,338.009027777778,2,401.9
12388,16.0138888888889,6,2780.66
12390,80.1368055555556,1,549.84
12391,22.0298611111111,1,439.66
12393,72.88125,4,1582.6
12394,64.1958333333333,2,1272.48
12395,19.8951388888889,12,3018.63
12397,36.1236111111111,2,2409.9
12398,46.0993055555556,1,1635.66
12399,119.982638888889,4,1108.65
12401,303.958333333333,1,84.3
12402,323.959027777778,1,225.6
12403,50.0826388888889,1,427.7
12405,149.165277777778,1,1710.39
12406,22.7277777777778,2,3415.3
12407,50.1104166666667,5,1708.12
12408,33.0159722222222,5,2888.55
12409,79.0916666666667,3,11072.67
12410,309.090972222222,2,693.33
12412,75.1069444444445,3,1226.88
12413,67.1597222222222,3,758.1
12414,217.915972222222,3,562.41
12415,24.9361111111111,21,124914.53
12417,3.91527777777778,9,3649.1
12418,113.070833333333,1,668.58
12420,64.1631944444444,1,600.39
12421,16.1548611111111,4,807.04
12422,96.1263888888889,3,803.56
12423,1.11111111111111,8,1859.31
12424,163.030555555556,2,1760.96
12425,78.8048611111111,1,777.2
12426,195.016666666667,1,582.73
12427,22.1625,3,825.8
12428,26.1861111111111,9,7956.46
12429,9.81111111111111,4,3750.4
12430,43.9034722222222,1,256.4
12431,36.0381944444444,15,6419.95
12432,43.0465277777778,5,5059.32
12433,1.11666666666667,7,13375.87
12434,85.0083333333333,2,806.14
12435,80.1555555555556,2,7829.89
12436,100.028472222222,1,509.01
12437,2.05208333333333,18,4951.41
12438,14.9736111111111,2,2906.85
12441,367.086805555556,1,173.55
12442,3.93611111111111,1,172.06
12444,21.9770833333333,5,5005.46
12445,22.7548611111111,1,133.4
12446,58,1,1002.31
12447,243.975694444444,1,476.49
12448,44.9611111111111,1,449.45
12449,22.9611111111111,4,4067.29
12450,156.922916666667,2,197.88
12451,11.1736111111111,5,9035.52
12452,17.0986111111111,2,430.57
12453,134.945833333333,1,707.09
12454,56.8173611111111,1,3528.34
12455,73.8881944444445,6,2466.86
12456,44.9229166666667,3,3181.04
12457,66.9840277777778,7,2363.23
12458,71.8923611111111,2,947.4
12461,94.8284722222222,2,826.88
12462,19.1520833333333,2,1189.59
12463,53.9625,4,1344.78
12464,10.9701388888889,8,1212.05
12465,17.8444444444444,2,742.19
12468,188.051388888889,2,729.54
12471,2.87986111111111,30,19788.65
12472,32.9506944444444,7,6572.11
12473,29.9611111111111,5,3928.05
12474,17.9243055555556,18,7324.09
12475,54.1111111111111,1,723.38
12476,16.0069444444444,11,6816.42
12477,23.1243055555556,6,13219.74
12478,4.12083333333333,1,680.99
12479,11.975,1,527.2
12480,28.9152777777778,4,3281.63
12481,23.18125,10,5579.82
12483,17.825,8,2484.98
12484,33.0506944444444,6,4527.32
12488,10.1666666666667,3,1298.66
12489,336.984027777778,1,334.93
12490,5.86319444444444,10,5417.93
12491,39.0222222222222,1,460.4
12492,63.8993055555556,2,263.21
12493,166.10625,2,433.74
12494,16.1361111111111,7,1246.1
12497,82.0145833333333,1,1043.1
12498,21.9979166666667,3,403.7
12500,23.8541666666667,11,4257.82
12501,337.015277777778,1,2169.39
12502,96.0402777777778,5,3723.87
12504,18.8666666666667,2,482.05
12506,233.163888888889,1,73.5
12507,134.820138888889,3,1304.81
12508,26.8840277777778,2,397.88
12509,284.920138888889,1,176.5
12510,143.107638888889,2,982.57
12512,66.9131944444444,2,132.18
12513,113.082638888889,1,612.29
12514,267.841666666667,1,1017.68
12515,353.879861111111,1,383.7
12516,78.1506944444444,2,1312.06
12517,28.9486111111111,5,2481.6
12518,1.10902777777778,5,2056.89
12519,64.1416666666667,1,330.84
12520,79.89375,5,2634.26
12521,143.082638888889,1,599.68
12522,39.8888888888889,2,192.72
12523,19.9965277777778,11,1789.77
12524,9.88819444444444,8,4485.72
12526,1.02847222222222,3,1316.66
12527,82.0381944444444,3,348.71
12528,9.92361111111111,6,1933.48
12530,60.0111111111111,4,1662.28
12531,15.0680555555556,1,125.22
12532,30.9604166666667,1,349.83
12534,131.1,1,1089.18
12535,92.1680555555556,2,716.35
12536,43.9375,3,12601.83
12538,29.8152777777778,1,363.95
12539,22.9722222222222,4,5568.35
12540,20.0548611111111,17,13400.24
12541,30.0902777777778,3,981.18
12544,36.8576388888889,1,372.7
12545,75.9659722222222,2,1000.39
12546,47.0284722222222,2,1161.5
12547,198.008333333333,2,207.8
12548,166.885416666667,1,95.2
12550,79.9270833333333,1,964.83
12551,358.060416666667,1,168
12552,39.1166666666667,2,437.82
12553,8.84166666666667,10,3692.28
12556,50.9888888888889,2,599.56
12557,16.8270833333333,5,11990.96
12558,8.08958333333333,1,269.96
12559,311.125694444444,2,561.71
12560,5.95555555555556,3,2134.01
12561,303.049305555556,1,238.85
12562,8.8125,7,3781.74
12564,261.913194444444,1,456.9
12565,289.094444444444,1,145.92
12566,86.9305555555556,1,351.65
12567,23.075,10,9401.28
12569,2.85138888888889,32,4124.69
12571,40.1048611111111,2,519.61
12572,9.14583333333333,2,1020.42
12573,227.873611111111,1,160.54
12574,316.145833333333,1,218.45
12576,36.1104166666667,5,1315.83
12577,35.9763888888889,3,626.6
12578,21.9722222222222,2,2794.51
12579,78.8159722222222,1,440.42
12580,247.101388888889,1,415.7
12581,40.1625,1,197.71
12582,239.170138888889,2,511.36
12583,3.19652777777778,15,7281.38
12584,4.13541666666667,9,2338.15
12585,234.965972222222,2,2040.1
12586,17.8513888888889,1,196.94
12587,8.00208333333333,1,144
12588,39.9090277777778,1,214.9
12589,29.1048611111111,2,646.68
12590,211.915277777778,2,9864.26
12591,317.927083333333,1,452.85
12592,92.9069444444444,2,437.6
12593,109.004861111111,3,418.1
12594,38.0208333333333,10,3338.22
12596,51.9916666666667,2,618.27
12597,19.9701388888889,4,3811.22
12598,10.0222222222222,8,3023.08
12599,29.9694444444444,7,1032.58
12600,29.0979166666667,10,2599.04
12601,190.10625,5,577.06
12602,59.0611111111111,1,153.12
12603,22.0888888888889,1,739.2
12604,79.9458333333333,2,254.18
12607,60.8638888888889,1,1579.51
12609,78.8444444444444,3,1126.85
12610,23.1361111111111,5,2099.54
12611,52.9847222222222,1,1193.32
12612,74.8854166666667,1,704.04
12613,57.9104166666667,5,3344.38
12614,278.102777777778,1,315.6
12615,2.90833333333333,4,2291.19
12616,95.8979166666667,2,713.3
12617,29.9243055555556,1,352.98
12618,22.0694444444444,1,177.31
12619,16.9152777777778,9,3641.24
12620,15.1041666666667,3,1339.41
12621,2.05902777777778,20,13689.67
12622,232.840972222222,1,180.1
12623,276.958333333333,1,305.1
12624,106.906944444444,2,641.13
12625,212.122222222222,2,2683.82
12626,23.8638888888889,9,6620.48
12627,11.0298611111111,7,4478.53
12628,4.98263888888889,3,786.46
12630,10.0847222222222,2,1270.88
12631,57.95625,1,640.5
12633,59.0486111111111,4,2163.98
12635,90.0736111111111,2,1689.18
12637,67.9611111111111,8,6002.9
12638,33.9854166666667,1,671.69
12639,239.001388888889,1,486.1
12640,24.0402777777778,3,1174.58
12641,115.975,1,185.9
12642,25.9076388888889,3,1013.26
12643,128.995833333333,6,3344.64
12644,130.095138888889,1,477.91
12645,34.0083333333333,4,1775.18
12646,5.10833333333333,2,1346.97
12647,22.9958333333333,12,3722.82
12648,155.038194444444,1,318.05
12649,107.922916666667,3,623.51
12650,3.84444444444444,1,314.44
12651,335.002777777778,1,114
12652,331.909722222222,1,919.98
12653,149.089583333333,2,2209.85
12654,11.1111111111111,5,601.98
12656,17.9638888888889,5,4051.17
12657,11.8770833333333,4,1643.18
12658,19.1027777777778,1,686.05
12659,30.0395833333333,1,91.68
12660,11.975,1,245.1
12662,1.03541666666667,11,3849.78
12664,8.82152777777778,9,4881.88
12665,325.177777777778,1,63
12667,58.8263888888889,1,620.13
12668,12.0791666666667,4,3807.15
12669,151.122222222222,3,2744.03
12670,10.89375,5,2996.05
12672,330.145833333333,1,225.9
12673,5.95486111111111,2,610.52
12674,39.0263888888889,4,1970.6
12676,25.0173611111111,6,1331.39
12678,42.9902777777778,12,17628.46
12679,59.0138888888889,4,1113.02
12680,1,4,862.81
12681,15.0534722222222,22,13787.54
12682,4.11805555555556,31,12279.82
12683,4.84652777777778,15,8476.57
12684,8.12291666666667,7,2283.63
12685,28.9611111111111,6,2863.08
12686,372.124305555556,1,89.14
12688,114.167361111111,1,4873.81
12689,26.1798611111111,2,1247.61
12690,206.153472222222,1,389.01
12691,28.8340277777778,6,1035.8
12693,127.790972222222,4,855.91
12694,70.9888888888889,2,869.67
12695,7.97777777777778,4,582.1
12697,29.16875,3,957.59
12700,8.08541666666667,4,4939.99
12701,80.0854166666667,2,797.71
12702,20.0930555555556,1,219
12703,71.7902777777778,1,283.55
12704,7.98263888888889,8,2340.84
12705,15.98125,9,6868.29
12707,292.175,1,603.42
12708,30.1236111111111,10,2712.91
12709,15.8833333333333,15,9706.52
12710,97.0347222222222,3,1149.02
12712,29.1881944444444,13,4396.13
12713,1.02361111111111,1,848.55
12714,9.87986111111111,5,4708.86
12715,106.894444444444,1,343.36
12716,4.16319444444444,2,1053.49
12717,151.91875,2,1030.98
12718,71.8416666666667,1,238.25
12719,5.96180555555556,2,644.95
12720,3.19930555555556,25,5781.73
12721,32.0256944444444,6,2656.13
12722,85.9166666666667,4,997.63
12723,4.10486111111111,5,725.07
12724,5.86666666666667,4,1031.41
12725,371.878472222222,1,427.8
12726,28.96875,7,2609.1
12727,11.0444444444444,7,3980.7
12728,71.8881944444445,4,836.33
12729,114.048611111111,1,453.01
12731,24.0354166666667,12,18895.91
12732,180.053472222222,1,236.26
12733,234.854861111111,1,383.95
12734,353.002083333333,1,110.4
12735,315.967361111111,2,779.57
12736,333.203472222222,1,234
12738,372.765972222222,1,155.35
12739,78.9930555555556,2,1013.04
12740,64.0875,1,427.6
12743,134.853472222222,2,540.13
12744,52.0638888888889,7,21279.29
12747,2.92777777777778,11,4196.01
12748,1.02083333333333,209,33053.19
12749,4.12083333333333,5,4090.88
12750,129.150694444444,1,275.88
12752,81.9708333333333,1,4366.78
12753,23.0819444444444,6,21429.39
12754,236.159722222222,3,3010.74
12755,281.005555555556,2,3811.95
12756,87.1381944444445,1,112.08
12757,16.0138888888889,13,7834.65
12758,117.102777777778,2,2791.59
12759,52.9173611111111,3,1531.44
12762,8.10208333333333,2,1898.52
12763,138.943055555556,2,494.08
12764,317.104861111111,1,1693.88
12766,4.16944444444444,7,6989.63
12769,239.100694444444,1,1143.6
12770,211.136805555556,1,1351.45
12772,60.1465277777778,1,892.47
12775,17.8451388888889,5,1386.04
12778,20.0555555555556,6,822.23
12779,38.0465277777778,8,3981.36
12781,64.0923611111111,2,826.74
12782,5.14861111111111,5,2330.92
12783,2.87083333333333,6,2225.91
12784,9.88333333333333,2,532.82
12785,364.959722222222,1,311.95
12787,10.1708333333333,3,463.66
12789,65.9694444444444,1,91.85
12790,192.941666666667,1,324.92
12791,374.057638888889,1,192.6
12792,257.051388888889,1,400.54
12793,335.026388888889,2,545.48
12794,53.9138888888889,2,860.41
12795,19.0993055555556,1,430.48
12797,366.079861111111,1,254.03
12798,10.8736111111111,3,6977.04
12802,187.134722222222,1,427.58
12808,37.1145833333333,3,483.65
12809,178.082638888889,1,489.31
12811,261.130555555556,3,514.85
12812,45.1222222222222,1,229.64
12814,102.027083333333,1,125.92
12815,148.103472222222,2,1063.46
12816,96.00625,2,572.2
12817,281.848611111111,1,166.04
12818,262.030555555556,1,1542.08
12820,3.90138888888889,4,942.34
12821,214.874305555556,1,92.72
12822,71.1152777777778,2,948.88
12823,75.21875,5,1759.5
12824,60.0006944444444,1,397.12
12826,3.10069444444444,7,1474.72
12827,6.02291666666667,3,430.15
12828,3.17013888888889,6,1018.71
